star_id,runname,dvdt,curv,u_dvdt,u_curv
T001422,1pl_curv,nan,nan,nan,nan
T001422,1pl_curv,nan,nan,nan,nan
T001422,1pl_curv,0.0,3.8e-05,0.0,3.4e-05
T001422,1pl_circ,nan,nan,nan,nan
T001422,1pl_circ,nan,nan,nan,nan
T001422,1pl_circ,0.0,0.0,0.0,0.0
T001422,default,nan,nan,nan,nan
T001422,default,nan,nan,nan,nan
T001422,default,0.0059,0.0,0.0076,0.0
T001438,default_cps,nan,nan,nan,nan
T001438,default_cps,nan,nan,nan,nan
T001438,default_cps,0.06,0.0,0.34,0.0
T001438,default,nan,nan,nan,nan
T001438,default,nan,nan,nan,nan
T001438,default,0.06,0.0,0.36,0.0
T001443,default_cps,nan,nan,nan,nan
T001443,default_cps,2.61803065717419,0.0,,
T001443,default_cps,2.61803065717419,0.0,,
T001443,default,nan,nan,nan,nan
T001443,default,2.61803065717419,0.0,,
T001443,default,2.61803065717419,0.0,,
T001444,default_cps,nan,nan,nan,nan
T001444,default_cps,nan,nan,nan,nan
T001444,default_cps,-0.019,0.0,0.013,0.0
T001444,no-binning_2p,nan,nan,nan,nan
T001444,no-binning_2p,nan,nan,nan,nan
T001444,no-binning_2p,nan,nan,nan,nan
T001444,no-binning_2p,-0.008,0.0,0.012,0.0
T001444,no-binning_all,nan,nan,nan,nan
T001444,no-binning_all,nan,nan,nan,nan
T001444,no-binning_all,-0.012,0.0,0.017,0.0
T001444,no-binning,nan,nan,nan,nan
T001444,no-binning,nan,nan,nan,nan
T001444,no-binning,0.0,0.0,0.0,0.0
T001444,simulated,nan,nan,nan,nan
T001444,simulated,nan,nan,nan,nan
T001444,simulated,0.0004,0.0,0.014,0.0
T001444,default,nan,nan,nan,nan
T001444,default,nan,nan,nan,nan
T001444,default,-0.019,0.0,0.013,0.0
T001451,default_cps,nan,nan,nan,nan
T001451,default_cps,nan,nan,nan,nan
T001451,default_cps,nan,nan,nan,nan
T001451,default_cps,0.0117,0.0,0.0088,0.0
T001451,ecc-custom_2pl,nan,nan,nan,nan
T001451,ecc-custom_2pl,nan,nan,nan,nan
T001451,ecc-custom_2pl,0.00168145933556574,0.0,,
T001451,ecc-custom_2pl,0.00168145933556574,0.0,,
T001451,ecc-custom_2pl,0.00168145933556574,0.0,,
T001451,ecc-custom,nan,nan,nan,nan
T001451,ecc-custom,nan,nan,nan,nan
T001451,ecc-custom,nan,nan,nan,nan
T001451,ecc-custom,0.009,0.0,0.0086,0.0
T001451,hires-ecc,nan,nan,nan,nan
T001451,hires-ecc,nan,nan,nan,nan
T001451,hires-ecc,0.002,0.0,0.014,0.0
T001451,ecc,nan,nan,nan,nan
T001451,ecc,nan,nan,nan,nan
T001451,ecc,nan,nan,nan,nan
T001451,ecc,0.0088,0.0,0.0085,0.0
T001451,hires,nan,nan,nan,nan
T001451,hires,nan,nan,nan,nan
T001451,hires,0.004,0.0,0.013,0.0
T001451,default,nan,nan,nan,nan
T001451,default,nan,nan,nan,nan
T001451,default,nan,nan,nan,nan
T001451,default,0.0115,0.0,0.0086,0.0
T001472,default_cps,nan,nan,nan,nan
T001472,default_cps,nan,nan,nan,nan
T001472,default_cps,0.099,0.0,0.034,0.0
T001472,1pl_trend,nan,nan,nan,nan
T001472,1pl_trend,nan,nan,nan,nan
T001472,1pl_trend,0.099,0.0,0.033,0.0
T001472,1pl_curv,nan,nan,nan,nan
T001472,1pl_curv,nan,nan,nan,nan
T001472,1pl_curv,0.0,0.00042,0.0,0.00014
T001472,1pl_circ,nan,nan,nan,nan
T001472,1pl_circ,nan,nan,nan,nan
T001472,1pl_circ,0.0,0.0,0.0,0.0
T001472,default,nan,nan,nan,nan
